"","X.1","X","Tm","Player","Age","G","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.",".","OWS","DWS","WS","WS.48","..1","OBPM","DBPM","BPM","VORP","OWS.48","DWS.48","Shot.","Player.ID","Team.Mar","Team.MP","Team.Gm","Year.3PAr","Team.TS.","Tm.USG","Tm.TS.W.O.Plyr","Reb.Vers","Defense","Val.Shot","Offense","MPG...Int","RAW.SPM","X.Min","RAW.Contrib","Tm.Sum","Tm.Adj","BPM.1","StdErr","Contrib","VORP.1","Reb.Vers.1","Val.Shot.1","Offense.1","Defense.1","MPG","Raw.OBPM","Contrib.1","Tm.Ortg","Tm.Sum.1","Tm.Adj.1","Tm.DRtg","OBPM.1","OStdErr","Ocontrib","OVORP","DBPM.1","DStdErr","Dcontrib","DVORP","Sum.SPM","X.Min.1","MPG.1","ReMPG","BPM.2","Contrib.2","VORP.2","VORP.Gm","O.BPM","Ocontrib.1","OVORP.1","OVORP.Gm","D.BPM","Dcontrib.1","DVORP.1","DVORP.Gm","Production","Prod.Gm","Exp.BPM","TrueTalentBPM","Exp.Min","TrueTalentVORP","TrueSalary","TrueTimeVORP","Adjusted.Production","WORP","O.WORP","D.WORP","Adjusted.WORP","Estimated.Position","BBRef.Pos","Age.on.Feb.1","Yrs.Experience","Height","Weight","Rounded.Position","Rounded.Age","Age_factor","position_factor","MinPG","MinPG_factor","BPM_factor","Dcontri_factor"
"30",30,16313,"GSW","Draymond Green",24,79,2490,16.4,0.54,0.261,5.1,22.4,14,16.1,2.4,2.9,13.5,17.2,0,3.3,5.2,8.5,0.163,0,1,4,5,4.4,0.063,0.1,14.9,"greendr01",10.23,19730,82,0.268,0.572,342913,0.575,1.87,1.68,0.04,-0.54,0.7,3.72,"63.10%",2.34,5.81,1.29,5,2.1,3.2,4.4,0.2,0.3,-0.5,0.2,0.4,0.6,0.3,5.5,4.4,0.4,4.8,1,1.4,0.6,1.7,4,1.6,2.5,2.7,-3,0.6,31.5,30,5,3.2,4.4,4.6,1,0.6,1.7,1.8,4,2.5,2.7,2.8,"$21,900,000 ","$22,700,000 ",2.3,3.7,0.73,4.2,20600000,5.1,"$25,000,000 ",11.9,4.6,7.4,13.7,"3.3","4","24.91","2",79,"230","3","25","Young","SF",31.5189873417722,"Starter","Positive","Positive"
"31",31,16314,"ORL","Elfrid Payton",20,82,2489,13.8,0.456,0.302,4.8,11.2,7.9,32.6,2.9,0.7,20.2,18.3,0,0,2.3,2.3,0.044,0,-1.5,0.8,-0.7,0.8,0,0.044,14.6,"paytoel01",-6.23,19755,82,0.268,0.525,339398,0.533,4.28,1.14,0.13,-5.95,0.57,0.04,"63.00%",0.03,-3.81,-0.73,-0.7,2.1,-0.4,0.8,1.6,0.2,-3.5,0.5,0.3,-0.9,-0.5,-4.1,-1.8,-0.6,-2.1,-1.5,1.4,-0.9,0.1,0.8,1.6,0.5,0.7,-2.3,0.6,30.4,28.9,-0.7,-0.4,0.8,0.8,-1.5,-0.9,0.1,0.1,0.8,0.5,0.7,0.7,"$4,900,000 ","$4,900,000 ",-0.3,-0.5,0.43,0.6,4e+06,0.6,"$3,700,000 ",2.2,0.4,1.9,1.5,"1.2","1","20.94","0",76,"185","1","21","Rookie","PG",30.3536585365854,"Starter","Negative","Positive"
"32",32,16315,"DEN","Wilson Chandler",27,78,2471,13.2,0.523,0.146,4.1,17.2,10.4,8.9,1.2,0.9,9.6,20.1,0,2.1,1.5,3.6,0.071,0,0.5,-0.4,0.2,1.3,0.041,0.03,18.2,"chandwi01",-3.07,19881,82,0.268,0.518,347248,0.517,-1.38,-0.89,-0.01,1.55,0.72,0,"62.10%",0,-4.49,0.16,0.2,2.1,0.1,1.3,-0.7,0.3,1.1,-0.1,0.4,0.9,0.6,-1.3,0.4,-0.4,-1.8,0.5,1.4,0.3,1.4,-0.4,1.6,-0.2,0,0.9,0.6,31.7,30.1,0.2,0.1,1.3,1.4,0.5,0.3,1.4,1.5,-0.4,-0.2,0,0,"$7,300,000 ","$7,700,000 ",0.4,0.3,0.55,1.2,6800000,1.2,"$6,600,000 ",3.6,3.8,-0.1,3.2,"3.3","3","27.73","7",80,"225","3","28","Mid","SF",31.6794871794872,"Starter","Positive","Negative"
"33",33,16316,"NOP","Anthony Davis",21,68,2455,30.8,0.591,0.384,8,24.1,16.1,11.6,2.1,6.2,6.3,27.8,0,9.9,4.2,14,0.274,0,4.2,3,7.1,5.7,0.193,0.081,26,"davisan02",1.16,19782,82,0.268,0.537,346147,0.525,0.98,3.06,0.04,1.67,1.21,6.92,"62.10%",4.3,0.45,0.19,7.1,2.1,4.4,5.7,0.3,0.3,2.7,-0.1,0.6,3.8,2.4,2.6,1.5,0.3,-1.4,4.2,1.4,2.6,3.6,3,1.6,1.8,2,1.2,0.6,36.1,34.1,7.1,4.4,5.7,6.8,4.2,2.6,3.6,4.4,3,1.8,2,2.4,"$27,700,000 ","$33,200,000 ",1.8,4.6,0.73,4.8,23700000,6.6,"$32,200,000 ",15.3,9.8,5.5,17.8,"4.7","4","21.9","2",82,"253","5","22","Rookie","C",36.1029411764706,"Starter","Positive","Positive"
"34",34,16317,"GSW","Klay Thompson",24,77,2455,20.8,0.591,0.197,1.2,9.4,5.4,14.6,1.7,1.8,9.5,27.6,0,5.7,3.1,8.8,0.172,0,3.6,-1,2.7,2.9,0.111,0.061,25,"thompkl01",10.23,19730,82,0.268,0.572,342913,0.567,-1.08,0.22,0.13,1.51,0.74,1.38,"62.20%",0.86,5.81,1.29,2.7,2.1,1.7,2.9,-0.7,0.4,3.1,0,0.4,3.2,2,5.5,4.4,0.4,4.8,3.6,1.4,2.3,3.3,-1,1.6,-0.6,-0.4,4.6,0.6,31.9,30.3,2.7,1.7,2.9,3.1,3.6,2.3,3.3,3.5,-1,-0.6,-0.4,-0.4,"$14,700,000 ","$15,600,000 ",2.3,2.5,0.73,3.3,16500000,3.4,"$17,000,000 ",7.9,9,-1.1,9.2,"2.3","2","24.98","3",79,"205","2","25","Young","SG",31.8831168831169,"Starter","Positive","Negative"
"35",35,16318,"WAS","Marcin Gortat",30,82,2453,18.2,0.587,0.226,8.5,24.1,16.5,6.5,1,3.6,10.5,17.6,0,4.4,4.2,8.6,0.168,0,-0.4,2.3,1.8,2.4,0.086,0.082,15.8,"gortama01",0.25,19956,82,0.268,0.534,343082,0.527,-1.36,0.29,-0.06,1.73,0.52,1.19,"61.50%",0.73,-2.93,0.65,1.8,2.1,1.1,2.4,-0.4,0.3,0,-0.3,0.3,-0.2,-0.1,-2.1,-1.1,-0.3,2.3,-0.4,1.4,-0.3,0.8,2.3,1.6,1.4,1.6,-2.7,0.6,29.9,28.5,1.8,1.1,2.4,2.4,-0.4,-0.3,0.8,0.8,2.3,1.4,1.6,1.6,"$12,100,000 ","$12,100,000 ",0.5,1.2,0.68,2.2,11400000,2.6,"$13,400,000 ",6.4,2.1,4.3,7.1,"4.8","5","30.96","7",83,"240","5","31","Vet","C",29.9146341463415,"Starter","Positive","Positive"
"36",36,16319,"BOS","Avery Bradley",24,77,2428,11.5,0.507,0.099,2,8.9,5.4,8.9,1.7,0.5,9.4,21,0,0.4,2.1,2.5,0.049,0,-0.8,-0.9,-1.7,0.2,0.008,0.041,19,"bradlav01",-0.44,19880,82,0.268,0.523,347983,0.525,-2.32,-0.48,-0.07,0.57,0.7,-1.52,"61.10%",-0.93,0.15,-0.13,-1.7,2.1,-1,0.2,-0.9,0.2,0.3,0.1,0.4,0,0,-1.3,2.5,-0.8,0.9,-0.8,1.4,-0.5,0.6,-0.9,1.6,-0.5,-0.3,0.1,0.6,31.5,30,-1.7,-1,0.2,0.2,-0.8,-0.5,0.6,0.6,-0.9,-0.5,-0.3,-0.4,"$2,000,000 ","$2,000,000 ",0.7,-0.5,0.43,0.6,3900000,0.1,"$1,700,000 ",0.6,1.5,-0.9,0.4,"1.2","2","24.18","4",74,"180","1","24","Young","PG",31.5324675324675,"Starter","Negative","Negative"
"37",37,16320,"MIA","Luol Deng",29,72,2421,15.5,0.561,0.319,5.2,13.3,9.3,9.9,1.4,0.8,10.7,19.5,0,3.7,1.6,5.4,0.106,0,1.1,-0.6,0.5,1.5,0.074,0.032,17.4,"denglu01",-3.37,19732,82,0.268,0.54,337291,0.537,-0.67,-0.69,0.01,1.24,0.93,0.81,"61.30%",0.5,-2.51,-0.31,0.5,2.1,0.3,1.5,-0.1,0.3,0.6,0,0.5,1.3,0.8,-1.5,-0.9,-0.2,-1.9,1.1,1.4,0.7,1.7,-0.6,1.6,-0.4,-0.2,1.8,0.6,33.6,31.9,0.5,0.3,1.5,1.7,1.1,0.7,1.7,2,-0.6,-0.4,-0.2,-0.2,"$8,200,000 ","$9,200,000 ",0.7,0.6,0.59,1.5,8300000,1.5,"$8,000,000 ",4.1,4.7,-0.6,4,"3.3","3","29.8","10",81,"220","3","30","Vet","SF",33.625,"Starter","Positive","Negative"
"38",38,16321,"ATL","Kyle Korver",33,75,2418,14.8,0.699,0.197,0.7,13.3,7.2,12.1,1.1,1.5,14.1,14.4,0,5,2.4,7.5,0.148,0,3.1,0.2,3.3,3.3,0.1,0.048,12.4,"korveky01",5.29,19732,82,0.268,0.564,341423,0.551,-1.4,-0.7,0.43,4.35,0.78,3.03,"61.30%",1.86,4.94,0.28,3.3,2.1,2,3.3,-1.1,0.8,3.3,-0.2,0.4,3.1,1.9,3.4,4.4,-0.1,1.9,3.1,1.4,1.9,2.9,0.2,1.6,0.1,0.3,2.9,0.6,32.2,30.6,3.3,2,3.3,3.6,3.1,1.9,2.9,3.2,0.2,0.1,0.3,0.4,"$16,400,000 ","$17,800,000 ",1.7,2.6,0.73,3.3,16600000,3.9,"$19,200,000 ",8.8,7.9,0.9,10.4,"2.6","2","33.88","11",79,"212","3","34","Vet","SF",32.24,"Starter","Positive","Positive"
"39",39,16322,"TOR","Kyle Lowry",28,70,2414,19.3,0.527,0.299,2.6,13.1,7.8,32.4,2.3,0.4,12.8,25.4,0,5.1,2,7.1,0.141,0,4.2,-0.6,3.6,3.4,0.101,0.04,22.1,"lowryky01",2.72,19855,82,0.268,0.553,349122,0.557,3.62,0.22,0.31,-1.92,1.03,2.96,"60.80%",1.8,0.11,0.63,3.6,2.1,2.2,3.4,0.9,0.4,1.2,0.3,0.5,3.4,2.1,5.6,2.8,0.8,-2.9,4.2,1.4,2.5,3.6,-0.6,1.6,-0.4,-0.2,4.7,0.6,34.5,32.6,3.6,2.2,3.4,4,4.2,2.5,3.6,4.2,-0.6,-0.4,-0.2,-0.2,"$17,000,000 ","$19,800,000 ",1.7,2.7,0.73,3.4,17200000,4.1,"$20,100,000 ",9.2,9.6,-0.5,10.9,"1","1","28.86","8",72,"205","1","29","Mid","PG",34.4857142857143,"Starter","Positive","Negative"
"40",40,16323,"LAC","J.J. Redick",30,78,2409,16.2,0.622,0.216,1,6.6,3.9,9,0.8,0.3,8.5,21,0,5.8,0.9,6.7,0.134,0,3.4,-2.7,0.7,1.6,0.116,0.018,19.2,"redicjj01",7.21,19730,82,0.268,0.565,348865,0.557,-2.83,-1.71,0.14,3.58,0.63,-0.33,"61.00%",-0.2,3.45,1.04,0.7,2.1,0.4,1.7,-1.1,0.5,3.4,-0.2,0.3,2.8,1.7,6.9,5.2,0.6,0.3,3.4,1.4,2.1,3.1,-2.7,1.6,-1.7,-1.5,6.1,0.6,30.9,29.4,0.7,0.4,1.7,1.7,3.4,2.1,3.1,3.3,-2.7,-1.7,-1.5,-1.5,"$8,800,000 ","$9,200,000 ",1.7,1.2,0.68,2.2,11100000,1.8,"$9,700,000 ",4.5,8.4,-4,5,"1.5","2","30.61","8",76,"190","2","31","Vet","SG",30.8846153846154,"Starter","Positive","Negative"
"41",41,16324,"SAC","Rudy Gay",28,68,2408,19.7,0.556,0.352,4.8,13.7,9.4,19,1.5,1.3,12.4,27,0,4.8,1.3,6.1,0.122,0,2.8,-0.7,2.1,2.5,0.096,0.026,23.7,"gayru01",-3.27,19855,82,0.268,0.542,338426,0.539,1.95,-0.3,0.12,-0.7,1.13,2.08,"60.60%",1.26,-4.06,0.03,2.1,2.1,1.3,2.5,0.7,0.3,0.9,0,0.6,2.5,1.5,-0.2,-2.2,0.4,-3.1,2.9,1.4,1.7,2.8,-0.7,1.6,-0.5,-0.3,3.6,0.6,35.4,33.4,2.1,1.3,2.5,3,2.9,1.7,2.8,3.3,-0.7,-0.5,-0.3,-0.3,"$12,800,000 ","$15,200,000 ",1,1.6,0.73,2.6,13400000,3,"$15,100,000 ",6.7,7.5,-0.7,8,"3","3","28.46","8",80,"230","3","29","Mid","SF",35.4117647058824,"Starter","Positive","Negative"
"42",42,16325,"ATL","Paul Millsap",29,73,2390,20,0.565,0.362,6.9,20,13.6,15.4,2.8,2.4,13.3,23.8,0,4,4.3,8.3,0.166,0,1.6,2.6,4.2,3.7,0.08,0.086,20.6,"millspa01",5.29,19732,82,0.268,0.564,341423,0.563,2.06,1.92,0.04,-0.9,0.83,3.91,"60.60%",2.37,4.94,0.28,4.2,2.1,2.5,3.7,0.7,0.3,-0.2,0.4,0.4,1.6,1,3.4,4.4,-0.1,1.9,1.6,1.4,1,2,2.6,1.6,1.6,1.8,-1,0.6,32.7,31,4.2,2.5,3.7,4.2,1.6,1,2,2.2,2.6,1.6,1.8,2,"$18,700,000 ","$20,900,000 ",1.8,3.1,0.73,3.7,18300000,4.5,"$22,200,000 ",10.1,5.4,4.8,12.1,"3.7","4","29.97","8",80,"246","4","30","Vet","PF",32.7397260273973,"Starter","Positive","Positive"
"43",43,16326,"PHO","P.J. Tucker",29,78,2383,12.5,0.541,0.24,5.2,18,11.5,7.4,2.2,0.7,12.7,13.9,0,2.2,2.7,4.9,0.098,0,-0.2,1.4,1.2,1.9,0.044,0.054,12.1,"tuckepj01",-0.37,19879,82,0.268,0.537,342976,0.537,-1.65,0.26,-0.03,1.95,0.59,1.14,"59.90%",0.68,-0.79,0.07,1.2,2.1,0.7,1.9,-0.7,0.3,-0.1,0.2,0.3,0,0,-0.5,0.5,-0.2,0.1,-0.2,1.4,-0.1,0.9,1.4,1.6,0.8,1,-1.6,0.6,30.6,29.1,1.2,0.7,1.9,2,-0.2,-0.1,0.9,1,1.4,0.8,1,1.1,"$10,100,000 ","$10,500,000 ",0.5,0.9,0.64,1.8,9700000,2,"$10,700,000 ",5.2,2.5,2.7,5.5,"3.3","3","29.74","3",78,"245","3","30","Vet","SF",30.5512820512821,"Starter","Positive","Positive"
"44",44,16327,"IND","Solomon Hill",23,82,2381,10.2,0.507,0.304,3.3,11.2,7.3,11.9,1.4,0.6,13.8,15.9,0,0.9,2.6,3.5,0.072,0,-1.1,0.8,-0.3,1,0.019,0.053,13.7,"hillso01",-0.14,19855,82,0.268,0.524,345392,0.525,-0.78,-0.8,-0.03,0.17,0.42,-0.99,"60.00%",-0.59,-3.37,0.64,-0.4,2.1,-0.2,1,-0.3,0.3,-0.8,0,0.2,-0.7,-0.4,-2.1,-0.4,-0.4,2,-1.1,1.4,-0.7,0.3,0.8,1.6,0.5,0.6,-1.9,0.6,29,27.7,-0.4,-0.2,1,1,-1.1,-0.7,0.3,0.3,0.8,0.5,0.6,0.6,"$5,700,000 ","$5,700,000 ",0.3,-0.1,0.5,1,5600000,0.8,"$4,900,000 ",2.7,0.9,1.7,2.2,"2.7","3","23.88","1",79,"225","3","24","Young","SF",29.0365853658537,"Starter","Negative","Positive"
"45",45,16328,"POR","Nicolas Batum",26,71,2380,13.1,0.516,0.163,2.8,15.6,9.4,20.5,1.7,1.2,17,14.6,0,2,3.2,5.2,0.105,0,0.6,2.6,3.1,3.1,0.04,0.065,12.1,"batumni01",4.69,19856,82,0.268,0.544,347001,0.546,1.8,-0.1,0.15,-1.16,0.92,1.46,"59.90%",0.87,-2.66,1.66,3.1,2.1,1.9,3.1,0.2,0.4,-0.8,0,0.5,0.3,0.2,2.3,1.5,0.3,2.4,0.6,1.4,0.3,1.3,2.6,1.6,1.5,1.7,-2,0.6,33.5,31.7,3.1,1.9,3.1,3.5,0.6,0.3,1.3,1.6,2.6,1.5,1.7,2,"$15,500,000 ","$17,700,000 ",1.8,2.5,0.73,3.3,16500000,3.7,"$18,500,000 ",8.3,3.6,4.6,10,"2.5","3","26.13","6",80,"200","3","26","Mid","SF",33.5211267605634,"Starter","Positive","Positive"
"46",46,16329,"MIL","Khris Middleton",23,79,2378,15.6,0.563,0.18,2.3,14.3,8.4,12.7,2.6,0.4,10.8,19.9,0,3.2,3.5,6.7,0.135,0,0.9,0.5,1.4,2,0.064,0.071,17.8,"middlkh01",-0.16,19929,82,0.268,0.536,336983,0.532,-0.64,0.6,0.08,1.22,0.54,1.72,"59.70%",1.03,1.29,-0.3,1.4,2.1,0.8,2,-0.6,0.4,1.1,0.4,0.3,1.5,0.9,-3.1,-0.8,-0.6,3,0.9,1.4,0.5,1.6,0.5,1.6,0.3,0.5,0.4,0.6,30.1,28.7,1.4,0.8,2,2.1,0.9,0.5,1.6,1.6,0.5,0.3,0.5,0.5,"$10,600,000 ","$11,000,000 ",0.5,1,0.65,1.9,10200000,2.2,"$11,500,000 ",5.5,4.2,1.3,6,"3.1","3","23.47","2",80,"234","3","24","Young","SF",30.1012658227848,"Starter","Positive","Positive"
"47",47,16330,"ORL","Tobias Harris",22,68,2369,16.7,0.551,0.258,3.4,17.3,10.3,8.8,1.5,1.2,9.8,22.5,0,3,1.8,4.8,0.098,0,0.4,-0.7,-0.3,1,0.061,0.037,20.3,"harrito02",-6.23,19755,82,0.268,0.525,339398,0.52,-1.55,-0.35,-0.01,1.3,1.06,0.46,"60.00%",0.28,-3.81,-0.73,-0.3,2.1,-0.2,1,-0.9,0.3,1.1,0,0.6,1,0.6,-4.1,-1.8,-0.6,-2.1,0.4,1.4,0.2,1.3,-0.7,1.6,-0.4,-0.2,1.1,0.6,34.8,32.9,-0.3,-0.2,1,1.2,0.4,0.2,1.3,1.5,-0.7,-0.4,-0.2,-0.3,"$5,900,000 ","$6,900,000 ",0.5,0.1,0.52,1.1,6100000,0.9,"$5,200,000 ",2.8,3.4,-0.6,2.4,"3.6","3","22.55","3",81,"235","4","23","Rookie","PF",34.8382352941176,"Starter","Negative","Negative"
"48",48,16331,"MIA","Mario Chalmers",28,80,2368,11.7,0.521,0.401,1.2,9,5.2,21,2.7,0.4,18.2,18.9,0,0.8,2,2.8,0.056,0,-0.6,-0.4,-1,0.6,0.016,0.04,15.5,"chalmma01",-3.37,19732,82,0.268,0.54,337291,0.543,0.12,0.73,0.13,-2.02,0.48,-0.69,"60.00%",-0.42,-2.51,-0.31,-1,2.1,-0.6,0.6,-0.3,0.3,-1.2,0.4,0.3,-0.4,-0.2,-1.5,-0.9,-0.2,-1.9,-0.6,1.4,-0.3,0.7,-0.4,1.6,-0.3,-0.1,-0.1,0.6,29.6,28.2,-1,-0.6,0.6,0.6,-0.6,-0.3,0.7,0.7,-0.4,-0.3,-0.1,-0.1,"$3,800,000 ","$3,900,000 ",-0.1,-0.6,0.43,0.6,3900000,0.4,"$3,000,000 ",1.6,1.8,-0.2,1.1,"1","1","28.71","6",74,"190","1","29","Mid","PG",29.6,"Starter","Negative","Negative"
"49",49,16332,"LAC","Blake Griffin",25,67,2356,22.8,0.551,0.373,6.1,17.9,12.1,26.2,1.4,1.2,10.2,28.4,0,6.6,2.4,9,0.183,0,3.1,1,4.1,3.6,0.134,0.049,25.5,"griffbl01",7.21,19730,82,0.268,0.565,348865,0.568,4.7,-0.48,0.12,-2.3,1.1,3.01,"59.70%",1.8,3.45,1.04,4.1,2.1,2.4,3.6,1.6,0.3,0.1,-0.1,0.6,2.4,1.4,6.9,5.2,0.6,0.3,3,1.4,1.8,2.8,1,1.6,0.6,0.8,2,0.6,35.2,33.2,4.1,2.4,3.6,4.4,3,1.8,2.8,3.5,1,0.6,0.8,1,"$18,100,000 ","$21,900,000 ",2.5,3.3,0.73,3.9,19200000,4.4,"$21,700,000 ",9.8,7.6,2.1,11.9,"3.8","4","25.88","4",82,"251","4","26","Young","PF",35.1641791044776,"Starter","Positive","Positive"
"50",50,16333,"MEM","Courtney Lee",29,77,2354,11.5,0.555,0.201,1,7.6,4.3,9.8,1.7,0.4,10,15.2,0,2.5,2.4,4.8,0.099,0,0.3,0.2,0.5,1.5,0.051,0.048,13.7,"leeco01",3.94,19904,82,0.268,0.531,348101,0.529,-2.57,-0.53,0.03,2.01,0.59,-0.5,"59.10%",-0.3,-0.24,0.99,0.5,2.1,0.3,1.5,-1.1,0.3,0.6,0.1,0.3,0.3,0.2,-0.1,-0.1,0,4,0.3,1.4,0.2,1.2,0.2,1.6,0.1,0.3,0,0.6,30.6,29.1,0.5,0.3,1.5,1.6,0.3,0.2,1.2,1.2,0.2,0.1,0.3,0.3,"$8,000,000 ","$8,400,000 ",1.2,0.8,0.62,1.8,9300000,1.6,"$8,400,000 ",4,3.1,0.8,4.2,"1.8","2","29.33","6",77,"200","2","29","Vet","SG",30.5714285714286,"Starter","Positive","Positive"
"51",51,16334,"ATL","Al Horford",28,76,2318,21.4,0.563,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,0,5.1,3.6,8.7,0.179,0,1.3,2.5,3.8,3.4,0.105,0.074,20.2,"horfoal01",5.29,19732,82,0.268,0.564,341423,0.564,3.02,0.87,0.03,-0.91,0.58,3.55,"58.70%",2.09,4.94,0.28,3.8,2.1,2.3,3.4,1,0.2,0,-0.1,0.3,1.4,0.8,3.4,4.4,-0.1,1.9,1.3,1.4,0.8,1.8,2.5,1.6,1.5,1.6,-1.1,0.6,30.5,29,3.8,2.3,3.4,3.7,1.3,0.8,1.8,1.9,2.5,1.5,1.6,1.8,"$17,200,000 ","$18,400,000 ",1.3,2.7,0.73,3.4,16900000,4.2,"$21,000,000 ",9.3,4.8,4.4,11.4,"4.1","5","28.67","7",82,"245","4","29","Mid","PF",30.5,"Starter","Positive","Positive"
"52",52,16335,"GSW","Harrison Barnes",22,82,2318,13.4,0.573,0.229,5.6,15.1,10.5,6.9,1.3,0.6,9,14.9,0,3.7,3,6.7,0.139,0,0.5,0.6,1.1,1.8,0.077,0.062,13.6,"barneha02",10.23,19730,82,0.268,0.572,342913,0.571,-1.68,-0.92,-0.07,2.05,0.33,-0.23,"58.70%",-0.13,5.81,1.29,1.1,2.1,0.6,1.8,-0.5,0.3,0.2,-0.1,0.2,0.1,0,5.5,4.4,0.4,4.8,0.5,1.4,0.3,1.3,0.6,1.6,0.3,0.5,-0.1,0.6,28.3,27,1.1,0.6,1.8,1.8,0.5,0.3,1.3,1.3,0.6,0.3,0.5,0.5,"$9,500,000 ","$9,500,000 ",1.6,1.3,0.7,2.3,1.2e+07,2.1,"$11,100,000 ",4.9,3.5,1.4,5.8,"3.1","3","22.68","2",80,"210","3","23","Rookie","SF",28.2682926829268,"Starter","Positive","Positive"
"53",53,16336,"CHO","Gerald Henderson",27,80,2315,13.2,0.514,0.256,1.7,11.6,6.5,15.6,1.1,0.7,10.5,20.7,0,1.3,2.3,3.6,0.074,0,-1.2,-0.4,-1.5,0.3,0.027,0.047,18.5,"hendege02",-3.79,19905,82,0.268,0.498,353638,0.496,-0.49,-1.12,0.06,0.1,0.4,-1.11,"58.20%",-0.65,-2.5,-0.41,-1.5,2.1,-0.9,0.3,-0.5,0.3,0.4,-0.1,0.2,0.3,0.2,-5.7,0.4,-1.4,1.9,-1.2,1.4,-0.7,0.3,-0.4,1.6,-0.2,0,-0.8,0.6,28.9,27.6,-1.5,-0.9,0.3,0.3,-1.2,-0.7,0.3,0.3,-0.4,-0.2,0,0,"$2,300,000 ","$2,300,000 ",-0.3,-0.9,0.37,0.4,2900000,0.2,"$1,800,000 ",0.7,0.8,-0.1,0.5,"2.1","2","27.15","5",77,"215","2","27","Mid","SG",28.9375,"Starter","Negative","Negative"
"54",54,16337,"SAS","Danny Green",27,81,2312,16.5,0.596,0.172,2.7,13.9,8.4,10.3,2.2,2.8,10.5,17.5,0,4,3.9,7.8,0.163,0,2.8,2.2,5,4.1,0.083,0.08,15.7,"greenda02",6.79,19955,82,0.268,0.555,346961,0.55,-1.28,1.38,0.16,3.04,0.36,3.5,"57.90%",2.03,0.49,1.53,5,2.1,2.9,4.1,-0.8,0.5,2.4,0.1,0.2,2.4,1.4,2.6,1.1,0.4,4.1,2.8,1.4,1.6,2.6,2.2,1.6,1.3,1.4,0.6,0.6,28.5,27.2,5,2.9,4.1,4.1,2.8,1.6,2.6,2.7,2.2,1.3,1.4,1.5,"$20,200,000 ","$20,500,000 ",1.2,3.2,0.73,3.8,18900000,5.1,"$25,100,000 ",11,7.1,3.9,13.8,"2.6","2","27.61","5",78,"215","3","28","Mid","SF",28.5432098765432,"Starter","Positive","Positive"
"55",55,16338,"PHI","Nerlens Noel",20,75,2311,15,0.493,0.352,8.3,21,14.3,9.8,2.9,5,16.2,17,0,-0.2,4.2,4,0.083,0,-3.7,4.5,0.8,1.6,-0.004,0.087,14.2,"noelne01",-9.38,19800,82,0.268,0.494,332680,0.494,0.16,3.42,-0.13,-0.71,0.61,3.48,"58.40%",2.03,2.34,-2.72,0.8,2.1,0.4,1.6,0.3,0.2,-2.2,0.3,0.3,-1.2,-0.7,-10.1,0.6,-2.6,0.8,-3.7,1.4,-2.2,-1.2,4.5,1.6,2.6,2.8,-8.2,0.6,30.8,29.3,0.8,0.4,1.6,1.8,-3.7,-2.2,-1.2,-1.3,4.5,2.6,2.8,3.1,"$8,600,000 ","$9,300,000 ",-0.7,0.1,0.52,1.1,6e+06,1.4,"$7,700,000 ",4.4,-3.2,7.6,3.9,"4.4","5","20.81","0",83,"228","4","21","Rookie","PF",30.8133333333333,"Starter","Positive","Positive"
"56",56,16339,"MEM","Zach Randolph",33,71,2304,19.5,0.538,0.32,11.2,25.8,18.5,11.4,1.6,0.5,12.8,24.3,0,3.4,3.8,7.2,0.149,0,0.4,1.1,1.5,2,0.07,0.079,21.2,"randoza01",3.94,19904,82,0.268,0.531,348101,0.53,1.73,-0.6,-0.08,-1.4,0.79,0.52,"57.90%",0.3,-0.24,0.99,1.5,2.1,0.9,2,1,0.2,-1.3,0,0.4,0.4,0.2,-0.1,-0.1,0,4,0.4,1.4,0.2,1.2,1.1,1.6,0.7,0.8,-0.7,0.6,32.5,30.7,1.5,0.9,2,2.4,0.4,0.2,1.2,1.4,1.1,0.7,0.8,1,"$10,600,000 ","$12,100,000 ",1.5,1.5,0.73,2.5,1.3e+07,2.5,"$13,000,000 ",5.5,3.3,2.2,6.9,"4.5","4","33.55","13",81,"260","4","34","Vet","PF",32.4507042253521,"Starter","Positive","Positive"
"57",57,16340,"OKC","Russell Westbrook",26,67,2302,29.1,0.536,0.445,5.9,16.7,11.4,47,3,0.5,14.3,38.4,0,7.5,3.2,10.6,0.222,0,8.8,2.2,11,7.6,0.156,0.066,32.9,"westbru01",2.54,19832,82,0.268,0.532,344899,0.531,8.73,1.16,0.58,0.15,1,11.04,"58.00%",6.41,3.19,-0.03,11,2.1,6.4,7.6,2.9,0.5,4.4,0.5,0.5,8.9,5.2,2,2.7,-0.1,0.6,8.8,1.4,5.1,6.1,2.2,1.6,1.3,1.4,6.6,0.6,34.4,32.4,11,6.4,7.6,9.2,8.8,5.1,6.1,7.5,2.2,1.3,1.4,1.8,"$36,600,000 ","$44,600,000 ",1.7,6.6,0.73,6.2,30500000,9.4,"$45,500,000 ",20.4,16.5,3.9,25.5,"1.1","1","26.22","6",75,"200","1","26","Mid","PG",34.3582089552239,"Starter","Positive","Positive"
